record,year,How often wear bicycle helmet,Ever text while driving in past 30 days,Ever smoked,How old when first smoked,How many days smoked in past 30 days,How many cigarettes/day in past 30 days,Ever been bullied
1304477,2013,Never wore a helmet,0 days,Yes,8 years old or younger,0 days,Did not smoke cigarettes,FALSE
408197,2001,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
1307510,2013,Rarely wore a helmet,0 days,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,FALSE
188529,1995,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
935770,2009,Never wore a helmet,NA,Yes,9 or 10 years old,6 to 9 days,1 cigarette,FALSE
259166,1997,NA,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
270702,1997,Did not ride a bicycle,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
629916,2005,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
185887,1995,Did not ride a bicycle,NA,Yes,13 or 14 years old,3 to 5 days,Less than 1 cigarette,NA
761470,2007,Never wore a helmet,NA,Yes,13 or 14 years old,10 to 19 days,2 to 5 cigarettes,NA
1098955,2011,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
402505,2001,Sometimes wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
931170,2009,NA,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1106031,2011,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
189046,1995,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
268746,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
270528,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
925446,2009,Never wore a helmet,NA,Yes,15 or 16 years old,1 or 2 days,Less than 1 cigarette,TRUE
325872,1999,Never wore a helmet,NA,Yes,15 or 16 years old,20 to 29 days,2 to 5 cigarettes,NA
264057,1997,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
642186,2005,Most of the time wore a helmet,NA,Yes,15 or 16 years old,3 to 5 days,Less than 1 cigarette,NA
766517,2007,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
1102335,2011,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,FALSE
408323,2001,Did not ride a bicycle,NA,NA,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1303855,2013,Did not ride a bicycle,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
117473,1993,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
635463,2005,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1098416,2011,Never wore a helmet,NA,NA,Never smoked a cigarette,0 days,NA,FALSE
110024,1993,Never wore a helmet,NA,NA,NA,0 days,Did not smoke cigarettes,NA
109781,1993,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
404313,2001,Most of the time wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1311453,2013,Never wore a helmet,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
31278,1991,Did not ride a bicycle,NA,Yes,11 or 12 years old,0 days,Did not smoke cigarettes,NA
39296,1991,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
632774,2005,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
116267,1993,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1312939,2013,Never wore a helmet,10 to 19 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
639725,2005,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
36030,1991,Did not ride a bicycle,NA,Yes,17 years old or older,1 or 2 days,2 to 5 cigarettes,NA
324267,1999,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1307141,2013,Never wore a helmet,0 days,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
499653,2003,NA,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1314739,2013,Did not ride a bicycle,0 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
763288,2007,NA,NA,Yes,NA,1 or 2 days,NA,NA
499382,2003,Sometimes wore a helmet,NA,Yes,NA,0 days,Did not smoke cigarettes,NA
334232,1999,Most of the time wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
186876,1995,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
633025,2005,Sometimes wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1095817,2011,Never wore a helmet,NA,Yes,15 or 16 years old,1 or 2 days,Less than 1 cigarette,FALSE
767744,2007,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
764603,2007,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
513452,2003,Never wore a helmet,NA,Yes,11 or 12 years old,0 days,Did not smoke cigarettes,NA
404837,2001,Did not ride a bicycle,NA,NA,NA,NA,NA,NA
185454,1995,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
925132,2009,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
629364,2005,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
327751,1999,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
35401,1991,Never wore a helmet,NA,NA,NA,NA,NA,NA
1104438,2011,Did not ride a bicycle,NA,NA,Never smoked a cigarette,0 days,NA,FALSE
933442,2009,Most of the time wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
322769,1999,Rarely wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
36661,1991,Never wore a helmet,NA,Yes,13 or 14 years old,NA,NA,NA
513008,2003,Rarely wore a helmet,NA,NA,NA,0 days,NA,NA
1103791,2011,Never wore a helmet,NA,Yes,8 years old or younger,1 or 2 days,Less than 1 cigarette,TRUE
180998,1995,Never wore a helmet,NA,Yes,11 or 12 years old,0 days,Did not smoke cigarettes,NA
398381,2001,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
506395,2003,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
256731,1997,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
335603,1999,Did not ride a bicycle,NA,Yes,17 years old or older,6 to 9 days,2 to 5 cigarettes,NA
1313983,2013,Did not ride a bicycle,0 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
107656,1993,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
401208,2001,Rarely wore a helmet,NA,Yes,8 years old or younger,0 days,Did not smoke cigarettes,NA
500192,2003,Never wore a helmet,NA,Yes,13 or 14 years old,1 or 2 days,Less than 1 cigarette,NA
636446,2005,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
630148,2005,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
122022,1993,Did not ride a bicycle,NA,Yes,17 years old or older,6 to 9 days,1 cigarette,NA
925061,2009,Did not ride a bicycle,NA,Yes,13 or 14 years old,1 or 2 days,2 to 5 cigarettes,TRUE
328038,1999,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1104545,2011,NA,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1307006,2013,Did not ride a bicycle,0 days,Yes,11 or 12 years old,6 to 9 days,6 to 10 cigarettes,FALSE
1100508,2011,Never wore a helmet,NA,NA,Never smoked a cigarette,0 days,NA,FALSE
39388,1991,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
1107440,2011,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,TRUE
933649,2009,Sometimes wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
259352,1997,Sometimes wore a helmet,NA,Yes,9 or 10 years old,0 days,Did not smoke cigarettes,NA
37282,1991,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
37239,1991,Most of the time wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
509565,2003,Did not ride a bicycle,NA,Yes,11 or 12 years old,All 30 days,6 to 10 cigarettes,NA
266336,1997,Never wore a helmet,NA,Yes,15 or 16 years old,3 to 5 days,Less than 1 cigarette,NA
1097376,2011,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
929609,2009,Rarely wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
333038,1999,Rarely wore a helmet,NA,Yes,13 or 14 years old,3 to 5 days,2 to 5 cigarettes,NA
183403,1995,Did not ride a bicycle,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
111399,1993,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
405529,2001,Did not ride a bicycle,NA,Yes,11 or 12 years old,0 days,Did not smoke cigarettes,NA
765006,2007,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1095466,2011,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
1313179,2013,Did not ride a bicycle,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
38806,1991,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
31148,1991,Never wore a helmet,NA,Yes,15 or 16 years old,1 or 2 days,Less than 1 cigarette,NA
333697,1999,Never wore a helmet,NA,Yes,15 or 16 years old,3 to 5 days,1 cigarette,NA
112138,1993,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
932973,2009,Always wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
499402,2003,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
505672,2003,Never wore a helmet,NA,Yes,8 years old or younger,All 30 days,More than 20 cigarettes,NA
639226,2005,Always wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1099129,2011,Did not ride a bicycle,NA,Yes,17 years old or older,1 or 2 days,NA,FALSE
636191,2005,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
258061,1997,Did not ride a bicycle,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
763008,2007,Never wore a helmet,NA,Yes,15 or 16 years old,10 to 19 days,2 to 5 cigarettes,NA
773544,2007,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
40831,1991,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
640372,2005,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
937386,2009,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
507116,2003,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
36906,1991,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
763025,2007,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
266451,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
629590,2005,Rarely wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
271312,1997,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
635693,2005,Never wore a helmet,NA,Yes,13 or 14 years old,1 or 2 days,Less than 1 cigarette,NA
399626,2001,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
400269,2001,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
186666,1995,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
637914,2005,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
255704,1997,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
629180,2005,Never wore a helmet,NA,Yes,9 or 10 years old,0 days,Did not smoke cigarettes,NA
117942,1993,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
402963,2001,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
923342,2009,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
122057,1993,Never wore a helmet,NA,Yes,11 or 12 years old,3 to 5 days,Less than 1 cigarette,NA
761811,2007,Did not ride a bicycle,NA,Yes,13 or 14 years old,NA,NA,NA
1304048,2013,Never wore a helmet,I did not drive the past 30 days,NA,NA,0 days,Did not smoke cigarettes,FALSE
1304089,2013,Did not ride a bicycle,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
635516,2005,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
636921,2005,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
402431,2001,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1308454,2013,Did not ride a bicycle,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
115593,1993,NA,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
773603,2007,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
118005,1993,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
264623,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
186752,1995,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
321905,1999,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1308300,2013,Never wore a helmet,1 or 2 days,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,FALSE
927622,2009,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,TRUE
400867,2001,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
35033,1991,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
762930,2007,Never wore a helmet,NA,No,NA,NA,NA,NA
502232,2003,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
322151,1999,Did not ride a bicycle,NA,Yes,13 or 14 years old,NA,NA,NA
184020,1995,Never wore a helmet,NA,Yes,8 years old or younger,All 30 days,2 to 5 cigarettes,NA
106912,1993,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
107707,1993,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
259304,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
929592,2009,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
266957,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1101928,2011,Rarely wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
1094952,2011,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
260469,1997,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
401977,2001,Never wore a helmet,NA,Yes,15 or 16 years old,20 to 29 days,11 to 20 cigarettes,NA
182256,1995,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
259102,1997,Did not ride a bicycle,NA,Yes,13 or 14 years old,10 to 19 days,2 to 5 cigarettes,NA
39881,1991,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
36188,1991,NA,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
328206,1999,Sometimes wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
37760,1991,Did not ride a bicycle,NA,Yes,13 or 14 years old,10 to 19 days,2 to 5 cigarettes,NA
41873,1991,Did not ride a bicycle,NA,Yes,11 or 12 years old,1 or 2 days,Less than 1 cigarette,NA
639826,2005,Always wore a helmet,NA,Yes,17 years old or older,NA,NA,NA
34469,1991,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
325891,1999,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
118554,1993,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
325889,1999,Rarely wore a helmet,NA,No,NA,0 days,Did not smoke cigarettes,NA
34993,1991,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
766418,2007,Never wore a helmet,NA,Yes,17 years old or older,0 days,Did not smoke cigarettes,NA
40884,1991,Never wore a helmet,NA,Yes,11 or 12 years old,0 days,Did not smoke cigarettes,NA
119819,1993,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
262629,1997,Always wore a helmet,NA,Yes,17 years old or older,20 to 29 days,2 to 5 cigarettes,NA
36628,1991,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
765377,2007,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
113621,1993,Did not ride a bicycle,NA,Yes,13 or 14 years old,All 30 days,11 to 20 cigarettes,NA
262289,1997,Never wore a helmet,NA,Yes,11 or 12 years old,All 30 days,11 to 20 cigarettes,NA
1306256,2013,Never wore a helmet,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
631436,2005,Never wore a helmet,NA,Yes,13 or 14 years old,1 or 2 days,Less than 1 cigarette,NA
505402,2003,Sometimes wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
629458,2005,Most of the time wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
323045,1999,Always wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
499538,2003,Never wore a helmet,NA,Yes,8 years old or younger,0 days,Did not smoke cigarettes,NA
32702,1991,Never wore a helmet,NA,Yes,15 or 16 years old,6 to 9 days,2 to 5 cigarettes,NA
773729,2007,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
188395,1995,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
264038,1997,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
499438,2003,Never wore a helmet,NA,No,NA,0 days,Did not smoke cigarettes,NA
1097794,2011,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
630860,2005,Never wore a helmet,NA,Yes,8 years old or younger,3 to 5 days,2 to 5 cigarettes,NA
36500,1991,Did not ride a bicycle,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
